,exchange,timestamp,originalQuantity,price,side,status,type,timeInForce,action,orderId,unit,positionType,datetime,pair
7280,binance,1671181639480,0.01,16648.4,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:07:19.480,BTCUSDT
7281,binance,1671181640569,0.44799999999999995,16949.93,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:07:20.569,BTCUSDT
7282,binance,1671181641587,0.426,16948.69,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:07:21.587,BTCUSDT
7283,binance,1671181642615,0.009000000000000001,16952.32,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:07:22.615,BTCUSDT
7284,binance,1671181644889,0.042,16957.8,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:07:24.889,BTCUSDT
7285,binance,1671181648215,0.042,16962.14,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:07:28.215,BTCUSDT
7286,binance,1671181649370,0.001,17122.29,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:07:29.370,BTCUSDT
7287,binance,1671181668786,0.006999999999999999,17122.94,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:07:48.786,BTCUSDT
7288,binance,1671181946274,0.142,16961.57,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:12:26.274,BTCUSDT
7289,binance,1671181991389,0.069,16965.94,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:13:11.389,BTCUSDT
7290,binance,1671182003323,0.21100000000000002,16946.56,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:13:23.323,BTCUSDT
7291,binance,1671182011407,0.013999999999999999,16946.05,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:13:31.407,BTCUSDT
7292,binance,1671182049021,0.001,16989.43,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:14:09.021,BTCUSDT
7293,binance,1671182103426,0.431,16945.26,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:15:03.426,BTCUSDT
7294,binance,1671182105360,0.001,16944.61,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:15:05.360,BTCUSDT
7295,binance,1671182107126,0.17600000000000002,16942.6,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:15:07.126,BTCUSDT
7296,binance,1671182108172,2.138,16944.2,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:15:08.172,BTCUSDT
7297,binance,1671182109195,0.149,16941.62,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:15:09.195,BTCUSDT
7298,binance,1671182110199,14.083,16927.76,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:15:10.199,BTCUSDT
7299,binance,1671182111246,0.01,16933.08,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:15:11.246,BTCUSDT
7300,binance,1671182112287,0.018000000000000002,16931.63,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:15:12.287,BTCUSDT
7301,binance,1671182114117,1.423,16914.47,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:15:14.117,BTCUSDT
7302,binance,1671182115118,0.9,16927.23,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:15:15.118,BTCUSDT
7303,binance,1671182116125,0.033,16907.04,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:15:16.125,BTCUSDT
7304,binance,1671182117128,0.06,16890.04,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:15:17.128,BTCUSDT
7305,binance,1671182156175,0.061,17095.76,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:15:56.175,BTCUSDT
7306,binance,1671182159692,0.175,17097.56,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:15:59.692,BTCUSDT
7307,binance,1671182163199,0.625,17102.16,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:16:03.199,BTCUSDT
7308,binance,1671182168177,1.085,17110.39,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:16:08.177,BTCUSDT
7309,binance,1671182179162,0.006999999999999999,17112.98,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:16:19.162,BTCUSDT
7310,binance,1671182180413,0.036000000000000004,17120.39,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:16:20.413,BTCUSDT
7311,binance,1671182185428,0.29,17122.11,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:16:25.428,BTCUSDT
7312,binance,1671182241189,0.013999999999999999,17125.76,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:17:21.189,BTCUSDT
7313,binance,1671183310191,1.73,16936.09,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:35:10.191,BTCUSDT
7314,binance,1671183449431,0.02,16927.27,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:37:29.431,BTCUSDT
7315,binance,1671183450551,0.012,16924.78,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:37:30.551,BTCUSDT
7316,binance,1671183623696,0.01,17020.45,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:40:23.696,BTCUSDT
7317,binance,1671183644148,0.069,16922.79,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:40:44.148,BTCUSDT
7318,binance,1671183645239,1.172,16922.61,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:40:45.239,BTCUSDT
7319,binance,1671183646299,0.006,16922.02,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:40:46.299,BTCUSDT
7320,binance,1671183648399,0.048,16921.72,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:40:48.399,BTCUSDT
7321,binance,1671183654293,0.32899999999999996,16920.65,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:40:54.293,BTCUSDT
7322,binance,1671183655320,0.005,16920.43,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:40:55.320,BTCUSDT
7323,binance,1671183656351,0.166,16919.43,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:40:56.351,BTCUSDT
7324,binance,1671183658166,0.121,16916.06,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:40:58.166,BTCUSDT
7325,binance,1671183659175,0.064,16911.7,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:40:59.175,BTCUSDT
7326,binance,1671183999403,0.937,16944.65,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 17:46:39.403,BTCUSDT
7327,binance,1671184124676,0.37200000000000005,17096.87,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:48:44.676,BTCUSDT
7328,binance,1671184352546,0.013999999999999999,17114.18,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:52:32.546,BTCUSDT
7329,binance,1671184362230,2.943,17118.39,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:52:42.230,BTCUSDT
7330,binance,1671184382073,0.009000000000000001,17119.8,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:53:02.073,BTCUSDT
7331,binance,1671184393244,0.124,17121.16,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 17:53:13.244,BTCUSDT
7332,binance,1671185329866,0.096,16923.4,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:08:49.866,BTCUSDT
7333,binance,1671185331299,0.042,16922.8,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:08:51.299,BTCUSDT
7334,binance,1671185587975,1.047,16918.97,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:13:07.975,BTCUSDT
7335,binance,1671185600535,0.015,16917.93,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:13:20.535,BTCUSDT
7336,binance,1671185601537,0.025,16912.39,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:13:21.537,BTCUSDT
7337,binance,1671185604284,0.151,16910.96,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:13:24.284,BTCUSDT
7338,binance,1671185606313,0.12300000000000001,16909.03,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:13:26.313,BTCUSDT
7339,binance,1671185610460,0.586,16908.62,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:13:30.460,BTCUSDT
7340,binance,1671185631672,0.01,16915.97,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:13:51.672,BTCUSDT
7341,binance,1671185696255,0.077,16908.55,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:14:56.255,BTCUSDT
7342,binance,1671185697776,0.039,16908.18,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:14:57.776,BTCUSDT
7343,binance,1671185699058,0.114,16907.88,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:14:59.058,BTCUSDT
7344,binance,1671185700172,0.040999999999999995,16907.17,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:15:00.172,BTCUSDT
7345,binance,1671185809220,0.037000000000000005,16905.95,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:16:49.220,BTCUSDT
7346,binance,1671185810346,0.008,16904.86,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:16:50.346,BTCUSDT
7347,binance,1671185811688,0.1,16904.55,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:16:51.688,BTCUSDT
7348,binance,1671185812764,0.226,16901.5,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:16:52.764,BTCUSDT
7349,binance,1671185813861,0.163,16900.21,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:16:53.861,BTCUSDT
7350,binance,1671185814886,0.035,16895.73,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:16:54.886,BTCUSDT
7351,binance,1671185820187,0.032,16894.31,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:17:00.187,BTCUSDT
7352,binance,1671185821226,0.012,16893.58,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:17:01.226,BTCUSDT
7353,binance,1671185822266,0.002,16891.67,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:17:02.266,BTCUSDT
7354,binance,1671185823380,0.14,16888.88,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:17:03.380,BTCUSDT
7355,binance,1671185825115,0.055999999999999994,16885.8,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:17:05.115,BTCUSDT
7356,binance,1671185828530,0.046,16880.09,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:17:08.530,BTCUSDT
7357,binance,1671185830132,0.021,16866.03,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:17:10.132,BTCUSDT
7358,binance,1671185831133,0.078,16867.41,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:17:11.133,BTCUSDT
7359,binance,1671185832135,8.0,16851.65,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:17:12.135,BTCUSDT
7360,binance,1671185834125,0.006,16855.4,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:17:14.125,BTCUSDT
7361,binance,1671185882735,0.07,17051.21,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 18:18:02.735,BTCUSDT
7362,binance,1671185884379,0.006,17056.9,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 18:18:04.379,BTCUSDT
7363,binance,1671185978299,0.005,17076.44,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 18:19:38.299,BTCUSDT
7364,binance,1671186296917,0.256,17080.52,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 18:24:56.917,BTCUSDT
7365,binance,1671186382840,0.006,16978.0,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:26:22.840,BTCUSDT
7366,binance,1671186455797,0.011000000000000001,16916.82,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:27:35.797,BTCUSDT
7367,binance,1671186588701,0.09,17060.05,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:29:48.701,BTCUSDT
7368,binance,1671186589824,0.055999999999999994,16914.75,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:29:49.824,BTCUSDT
7369,binance,1671186600847,0.115,16912.36,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:30:00.847,BTCUSDT
7370,binance,1671186602077,0.05,16917.87,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:30:02.077,BTCUSDT
7371,binance,1671186603303,0.13,16905.88,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:30:03.303,BTCUSDT
7372,binance,1671186604599,0.005,16904.98,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:30:04.599,BTCUSDT
7373,binance,1671186606226,0.013999999999999999,16970.45,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:30:06.226,BTCUSDT
7374,binance,1671186609717,0.126,16900.93,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 18:30:09.717,BTCUSDT
7375,binance,1671188475862,0.006999999999999999,16936.31,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 19:01:15.862,BTCUSDT
7376,binance,1671189273194,0.03,17085.71,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 19:14:33.194,BTCUSDT
7377,binance,1671189281344,0.11199999999999999,17086.32,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 19:14:41.344,BTCUSDT
7378,binance,1671189306302,0.021,17089.19,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 19:15:06.302,BTCUSDT
7379,binance,1671190098771,0.031,17094.03,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 19:28:18.771,BTCUSDT
7380,binance,1671190142281,0.008,17098.83,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 19:29:02.281,BTCUSDT
7381,binance,1671190143773,0.002,17100.24,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 19:29:03.773,BTCUSDT
7382,binance,1671190149622,0.002,17100.46,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 19:29:09.622,BTCUSDT
7383,binance,1671190150630,0.618,17102.14,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 19:29:10.630,BTCUSDT
7384,binance,1671190153168,0.053,17103.67,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 19:29:13.168,BTCUSDT
7385,binance,1671193270943,0.2,16933.31,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 20:21:10.943,BTCUSDT
7386,binance,1671197693967,0.006999999999999999,16968.3,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:34:53.967,BTCUSDT
7387,binance,1671197695104,0.56,16897.16,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:34:55.104,BTCUSDT
7388,binance,1671197696137,0.142,16891.05,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:34:56.137,BTCUSDT
7389,binance,1671197697141,0.015,16889.2,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:34:57.141,BTCUSDT
7390,binance,1671197698507,0.146,16877.68,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:34:58.507,BTCUSDT
7391,binance,1671197699520,0.009000000000000001,16875.76,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:34:59.520,BTCUSDT
7392,binance,1671197958891,0.027000000000000003,16888.97,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:39:18.891,BTCUSDT
7393,binance,1671198938709,0.31,16877.04,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:55:38.709,BTCUSDT
7394,binance,1671198939776,0.051,16872.72,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:55:39.776,BTCUSDT
7395,binance,1671198940777,0.005,16869.75,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:55:40.777,BTCUSDT
7396,binance,1671198941898,0.764,16866.18,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:55:41.898,BTCUSDT
7397,binance,1671198942919,0.006999999999999999,16863.97,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:55:42.919,BTCUSDT
7398,binance,1671199039784,0.001,16876.96,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:57:19.784,BTCUSDT
7399,binance,1671199040864,0.3,16868.64,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:57:20.864,BTCUSDT
7400,binance,1671199042689,0.02,16865.14,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:57:22.689,BTCUSDT
7401,binance,1671199044238,0.011000000000000001,16913.2,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:57:24.238,BTCUSDT
7402,binance,1671199045549,0.054000000000000006,16863.42,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 21:57:25.549,BTCUSDT
7403,binance,1671199232062,1.456,16863.14,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:00:32.062,BTCUSDT
7404,binance,1671199254583,0.001,16862.54,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:00:54.583,BTCUSDT
7405,binance,1671199255663,0.2,16862.4,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:00:55.663,BTCUSDT
7406,binance,1671199256669,0.6890000000000001,16861.64,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:00:56.669,BTCUSDT
7407,binance,1671199257960,0.10300000000000001,16861.02,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:00:57.960,BTCUSDT
7408,binance,1671199259107,0.5579999999999999,16860.33,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:00:59.107,BTCUSDT
7409,binance,1671199260315,0.006,16859.33,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:01:00.315,BTCUSDT
7410,binance,1671199261388,0.1,16859.12,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:01:01.388,BTCUSDT
7411,binance,1671199890939,0.048,16888.19,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:11:30.939,BTCUSDT
7412,binance,1671200304081,0.11,16880.76,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:24.081,BTCUSDT
7413,binance,1671200308165,0.48200000000000004,16877.89,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:28.165,BTCUSDT
7414,binance,1671200313100,0.006,16872.19,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:33.100,BTCUSDT
7415,binance,1671200317766,0.6,16870.94,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:37.766,BTCUSDT
7416,binance,1671200319541,0.021,16865.89,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:39.541,BTCUSDT
7417,binance,1671200320573,0.004,16858.28,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:40.573,BTCUSDT
7418,binance,1671200321576,0.001,16848.77,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:41.576,BTCUSDT
7419,binance,1671200322597,0.043,16849.45,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:42.597,BTCUSDT
7420,binance,1671200323608,0.006999999999999999,16852.54,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:43.608,BTCUSDT
7421,binance,1671200324617,0.034,16839.82,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:44.617,BTCUSDT
7422,binance,1671200325635,0.035,16844.73,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:45.635,BTCUSDT
7423,binance,1671200326638,0.526,16836.84,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:46.638,BTCUSDT
7424,binance,1671200327681,0.057999999999999996,16833.04,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:47.681,BTCUSDT
7425,binance,1671200330973,0.011000000000000001,16839.21,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:50.973,BTCUSDT
7426,binance,1671200336231,0.048,16832.5,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:56.231,BTCUSDT
7427,binance,1671200337899,0.012,16832.9,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:18:57.899,BTCUSDT
7428,binance,1671200375480,0.006999999999999999,16835.59,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:19:35.480,BTCUSDT
7429,binance,1671200380788,0.226,16835.19,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-16 22:19:40.788,BTCUSDT
7430,binance,1671200429559,0.247,17029.34,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:20:29.559,BTCUSDT
7431,binance,1671200431956,0.013000000000000001,17031.26,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:20:31.956,BTCUSDT
7432,binance,1671200433755,0.015,17037.18,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:20:33.755,BTCUSDT
7433,binance,1671200434819,0.126,17038.27,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:20:34.819,BTCUSDT
7434,binance,1671200436289,0.047,17044.57,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:20:36.289,BTCUSDT
7435,binance,1671200440247,0.038,17046.88,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:20:40.247,BTCUSDT
7436,binance,1671200441436,0.037000000000000005,17050.08,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:20:41.436,BTCUSDT
7437,binance,1671200445238,0.001,17053.23,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:20:45.238,BTCUSDT
7438,binance,1671200446322,0.021,17059.96,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:20:46.322,BTCUSDT
7439,binance,1671200450096,0.011000000000000001,17060.85,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:20:50.096,BTCUSDT
7440,binance,1671200487105,0.113,17063.68,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:21:27.105,BTCUSDT
7441,binance,1671200500761,0.301,17066.49,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:21:40.761,BTCUSDT
7442,binance,1671200532679,0.16899999999999998,17066.96,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:22:12.679,BTCUSDT
7443,binance,1671200615126,1.5430000000000001,17069.51,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:23:35.126,BTCUSDT
7444,binance,1671200620262,0.409,17070.02,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:23:40.262,BTCUSDT
7445,binance,1671200621346,0.077,17071.55,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:23:41.346,BTCUSDT
7446,binance,1671200628184,0.013999999999999999,17073.58,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:23:48.184,BTCUSDT
7447,binance,1671200629825,0.094,17075.14,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:23:49.825,BTCUSDT
7448,binance,1671200640242,0.217,17078.34,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:24:00.242,BTCUSDT
7449,binance,1671200641282,0.109,17081.43,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:24:01.282,BTCUSDT
7450,binance,1671200642418,0.027999999999999997,17082.01,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:24:02.418,BTCUSDT
7451,binance,1671200868514,0.257,17082.75,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:27:48.514,BTCUSDT
7452,binance,1671200869649,0.028999999999999998,17083.3,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:27:49.649,BTCUSDT
7453,binance,1671200872249,0.045,17088.83,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:27:52.249,BTCUSDT
7454,binance,1671200875174,0.006999999999999999,17089.5,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:27:55.174,BTCUSDT
7455,binance,1671200876428,0.07200000000000001,17091.19,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:27:56.428,BTCUSDT
7456,binance,1671200877440,1.26,17093.33,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:27:57.440,BTCUSDT
7457,binance,1671200886129,0.026000000000000002,17095.0,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:28:06.129,BTCUSDT
7458,binance,1671200887391,0.055,17061.61,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:28:07.391,BTCUSDT
7459,binance,1671200893355,0.035,17098.87,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:28:13.355,BTCUSDT
7460,binance,1671200894405,0.002,17102.26,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:28:14.405,BTCUSDT
7461,binance,1671200895413,0.223,17108.69,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:28:15.413,BTCUSDT
7462,binance,1671201140384,0.08900000000000001,17110.03,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:32:20.384,BTCUSDT
7463,binance,1671201141546,0.2,17110.95,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-16 22:32:21.546,BTCUSDT
