,exchange,timestamp,originalQuantity,price,side,status,type,timeInForce,action,orderId,unit,positionType,datetime,pair
13772,binance,1670025219244,6.257000000000001,1300.35,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 07:53:39.244,ETHUSDT
13773,binance,1670025222792,30.0,1300.98,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 07:53:42.792,ETHUSDT
13774,binance,1670025223901,0.762,1301.24,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 07:53:43.901,ETHUSDT
13775,binance,1670025302333,7.196000000000001,1301.43,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 07:55:02.333,ETHUSDT
13776,binance,1670025308099,1.195,1302.31,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 07:55:08.099,ETHUSDT
13777,binance,1670025808223,0.07400000000000001,1310.59,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 08:03:28.223,ETHUSDT
13778,binance,1670025809224,0.005,1307.44,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 08:03:29.224,ETHUSDT
13779,binance,1670025810359,0.313,1311.29,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 08:03:30.359,ETHUSDT
13780,binance,1670025811384,32.935,1311.41,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 08:03:31.384,ETHUSDT
13781,binance,1670025812424,2.7939999999999996,1310.9,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 08:03:32.424,ETHUSDT
13782,binance,1670025899279,6.0,1309.88,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 08:04:59.279,ETHUSDT
13783,binance,1670026005398,0.1,1291.53,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:06:45.398,ETHUSDT
13784,binance,1670026033072,0.547,1290.67,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:07:13.072,ETHUSDT
13785,binance,1670026142620,0.019,1289.37,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:09:02.620,ETHUSDT
13786,binance,1670026145405,0.57,1289.23,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:09:05.405,ETHUSDT
13787,binance,1670026146505,1.66,1289.16,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:09:06.505,ETHUSDT
13788,binance,1670026147548,0.057,1288.93,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:09:07.548,ETHUSDT
13789,binance,1670026151341,8.978,1288.54,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:09:11.341,ETHUSDT
13790,binance,1670026153244,0.005,1288.01,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:09:13.244,ETHUSDT
13791,binance,1670026318530,0.769,1287.27,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:11:58.530,ETHUSDT
13792,binance,1670026337331,0.004,1286.99,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:12:17.331,ETHUSDT
13793,binance,1670026340463,0.483,1286.91,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:12:20.463,ETHUSDT
13794,binance,1670026463221,0.009000000000000001,1286.35,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:14:23.221,ETHUSDT
13795,binance,1670026485082,0.81,1285.75,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:14:45.082,ETHUSDT
13796,binance,1670026666679,0.736,1285.31,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:17:46.679,ETHUSDT
13797,binance,1670026668471,6.5,1285.17,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:17:48.471,ETHUSDT
13798,binance,1670026686203,5.894,1284.33,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:18:06.203,ETHUSDT
13799,binance,1670026691330,18.641,1283.94,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:18:11.330,ETHUSDT
13800,binance,1670026699113,0.218,1283.38,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:18:19.113,ETHUSDT
13801,binance,1670026701464,40.79,1283.22,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:18:21.464,ETHUSDT
13802,binance,1670026702580,0.062,1283.12,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:18:22.580,ETHUSDT
13803,binance,1670026705210,0.192,1282.42,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:18:25.210,ETHUSDT
13804,binance,1670026706531,0.21,1281.58,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 08:18:26.531,ETHUSDT
13805,binance,1670029641983,0.872,1281.32,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 09:07:21.983,ETHUSDT
13806,binance,1670029655868,0.578,1281.22,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 09:07:35.868,ETHUSDT
13807,binance,1670029665268,3.503,1281.13,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 09:07:45.268,ETHUSDT
13808,binance,1670029669977,1.12,1280.97,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 09:07:49.977,ETHUSDT
13809,binance,1670029672179,4.745,1280.7,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 09:07:52.179,ETHUSDT
13810,binance,1670029674779,0.019,1280.63,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 09:07:54.779,ETHUSDT
13811,binance,1670029675872,0.022000000000000002,1279.81,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 09:07:55.872,ETHUSDT
13812,binance,1670031155579,0.773,1279.66,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 09:32:35.579,ETHUSDT
13813,binance,1670033210576,0.618,1279.58,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:06:50.576,ETHUSDT
13814,binance,1670033220915,31.147,1279.37,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:07:00.915,ETHUSDT
13815,binance,1670033221947,0.613,1279.34,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:07:01.947,ETHUSDT
13816,binance,1670033234984,1.4369999999999998,1279.28,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:07:14.984,ETHUSDT
13817,binance,1670033238171,0.631,1279.0,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:07:18.171,ETHUSDT
13818,binance,1670033239991,0.077,1278.9,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:07:19.991,ETHUSDT
13819,binance,1670033250193,0.34600000000000003,1278.82,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:07:30.193,ETHUSDT
13820,binance,1670033256228,1.091,1278.65,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:07:36.228,ETHUSDT
13821,binance,1670033259270,0.128,1278.53,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:07:39.270,ETHUSDT
13822,binance,1670033276752,2.35,1278.35,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:07:56.752,ETHUSDT
13823,binance,1670033489241,0.009000000000000001,1278.11,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:11:29.241,ETHUSDT
13824,binance,1670033491292,50.943999999999996,1277.95,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:11:31.292,ETHUSDT
13825,binance,1670033623558,2.698,1277.71,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:13:43.558,ETHUSDT
13826,binance,1670033629240,2.6489999999999996,1277.66,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:13:49.240,ETHUSDT
13827,binance,1670033641148,3.321,1277.54,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:14:01.148,ETHUSDT
13828,binance,1670033643261,1.645,1277.46,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 10:14:03.261,ETHUSDT
13829,binance,1670037531243,0.077,1277.36,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 11:18:51.243,ETHUSDT
13830,binance,1670037560287,4.607,1277.16,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 11:19:20.287,ETHUSDT
13831,binance,1670037566241,0.077,1276.26,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 11:19:26.241,ETHUSDT
13832,binance,1670037567288,40.0,1275.96,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 11:19:27.288,ETHUSDT
13833,binance,1670044780844,2.501,1294.81,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 13:19:40.844,ETHUSDT
13834,binance,1670045269804,0.175,1295.51,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 13:27:49.804,ETHUSDT
13835,binance,1670047609249,0.004,1291.41,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 14:06:49.249,ETHUSDT
13836,binance,1670047618702,0.316,1277.76,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:06:58.702,ETHUSDT
13837,binance,1670047622171,0.078,1279.69,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:07:02.171,ETHUSDT
13838,binance,1670047759102,0.616,1276.9,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:09:19.102,ETHUSDT
13839,binance,1670047940712,0.6409999999999999,1276.35,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:12:20.712,ETHUSDT
13840,binance,1670047942759,1.034,1276.28,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:12:22.759,ETHUSDT
13841,binance,1670047946106,8.0,1276.08,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:12:26.106,ETHUSDT
13842,binance,1670047968757,5.876,1276.07,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:12:48.757,ETHUSDT
13843,binance,1670048015220,0.226,1277.92,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:13:35.220,ETHUSDT
13844,binance,1670048017439,0.295,1276.06,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:13:37.439,ETHUSDT
13845,binance,1670048022954,0.061,1275.82,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:13:42.954,ETHUSDT
13846,binance,1670048024095,0.425,1275.66,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:13:44.095,ETHUSDT
13847,binance,1670048263219,1.158,1275.51,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:17:43.219,ETHUSDT
13848,binance,1670048264288,0.009000000000000001,1275.33,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:17:44.288,ETHUSDT
13849,binance,1670048267523,1.6230000000000002,1275.27,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:17:47.523,ETHUSDT
13850,binance,1670048295215,17.301,1275.17,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:18:15.215,ETHUSDT
13851,binance,1670048306093,0.5820000000000001,1274.97,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:18:26.093,ETHUSDT
13852,binance,1670048307585,2.149,1274.76,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:18:27.585,ETHUSDT
13853,binance,1670048309200,0.75,1274.58,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 14:18:29.200,ETHUSDT
13854,binance,1670052257527,0.019,1274.37,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:24:17.527,ETHUSDT
13855,binance,1670052265169,2.737,1274.3,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:24:25.169,ETHUSDT
13856,binance,1670052269808,0.136,1273.76,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:24:29.808,ETHUSDT
13857,binance,1670052273057,1.0,1273.67,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:24:33.057,ETHUSDT
13858,binance,1670052319220,1.619,1273.37,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:25:19.220,ETHUSDT
13859,binance,1670052320235,4.08,1272.45,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:25:20.235,ETHUSDT
13860,binance,1670052322068,0.34,1271.77,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:25:22.068,ETHUSDT
13861,binance,1670052323269,7.551,1271.64,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:25:23.269,ETHUSDT
13862,binance,1670052324278,0.004,1271.42,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:25:24.278,ETHUSDT
13863,binance,1670052434106,0.848,1271.2,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:27:14.106,ETHUSDT
13864,binance,1670052440101,0.445,1270.93,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:27:20.101,ETHUSDT
13865,binance,1670052442252,0.152,1270.34,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:27:22.252,ETHUSDT
13866,binance,1670052443271,0.011000000000000001,1269.7,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:27:23.271,ETHUSDT
13867,binance,1670052444633,5.091,1269.25,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:27:24.633,ETHUSDT
13868,binance,1670052464174,0.099,1269.21,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:27:44.174,ETHUSDT
13869,binance,1670052498419,0.4,1268.94,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:28:18.419,ETHUSDT
13870,binance,1670052499431,0.778,1268.7,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:28:19.431,ETHUSDT
13871,binance,1670052525121,0.423,1268.47,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:28:45.121,ETHUSDT
13872,binance,1670052597052,0.013999999999999999,1268.39,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:29:57.052,ETHUSDT
13873,binance,1670052603250,1.778,1268.24,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:30:03.250,ETHUSDT
13874,binance,1670052604544,3.661,1268.21,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:30:04.544,ETHUSDT
13875,binance,1670052605571,0.023,1268.1,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:30:05.571,ETHUSDT
13876,binance,1670052607187,0.075,1268.01,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:30:07.187,ETHUSDT
13877,binance,1670052608614,2.4,1267.97,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:30:08.614,ETHUSDT
13878,binance,1670052610123,0.26,1267.95,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:30:10.123,ETHUSDT
13879,binance,1670052623855,0.7,1267.95,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:30:23.855,ETHUSDT
13880,binance,1670052629572,1.3659999999999999,1267.89,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:30:29.572,ETHUSDT
13881,binance,1670052723127,5.736000000000001,1267.44,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:32:03.127,ETHUSDT
13882,binance,1670052725098,0.7959999999999999,1267.33,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:32:05.098,ETHUSDT
13883,binance,1670052726770,6.7410000000000005,1267.06,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:32:06.770,ETHUSDT
13884,binance,1670052747066,6.999,1267.02,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:32:27.066,ETHUSDT
13885,binance,1670052748563,0.539,1266.84,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:32:28.563,ETHUSDT
13886,binance,1670052764113,0.722,1266.63,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:32:44.113,ETHUSDT
13887,binance,1670052766520,0.39899999999999997,1266.45,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 15:32:46.520,ETHUSDT
13888,binance,1670054550335,11.304,1266.26,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:02:30.335,ETHUSDT
13889,binance,1670056520548,1.2229999999999999,1266.13,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:35:20.548,ETHUSDT
13890,binance,1670056522129,0.015,1265.91,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:35:22.129,ETHUSDT
13891,binance,1670056526172,2.5,1265.75,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:35:26.172,ETHUSDT
13892,binance,1670056546778,0.022000000000000002,1265.91,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:35:46.778,ETHUSDT
13893,binance,1670056559395,0.736,1265.62,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:35:59.395,ETHUSDT
13894,binance,1670056560402,0.16,1265.27,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:36:00.402,ETHUSDT
13895,binance,1670056591672,0.016,1265.04,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:36:31.672,ETHUSDT
13896,binance,1670057133276,0.225,1264.91,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:45:33.276,ETHUSDT
13897,binance,1670057135275,3.6039999999999996,1263.3,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:45:35.275,ETHUSDT
13898,binance,1670057136306,0.634,1263.25,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:45:36.306,ETHUSDT
13899,binance,1670057764072,17.54,1262.98,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:56:04.072,ETHUSDT
13900,binance,1670057765219,7.1129999999999995,1262.73,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:56:05.219,ETHUSDT
13901,binance,1670057787450,0.013000000000000001,1263.03,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:56:27.450,ETHUSDT
13902,binance,1670057793311,25.162,1262.7,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:56:33.311,ETHUSDT
13903,binance,1670057794345,0.44299999999999995,1262.6,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:56:34.345,ETHUSDT
13904,binance,1670057795455,0.892,1261.57,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:56:35.455,ETHUSDT
13905,binance,1670057796486,0.005,1260.83,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:56:36.486,ETHUSDT
13906,binance,1670057955091,0.042,1260.5,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:59:15.091,ETHUSDT
13907,binance,1670057961178,0.282,1260.41,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:59:21.178,ETHUSDT
13908,binance,1670057962242,1.1520000000000001,1260.35,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:59:22.242,ETHUSDT
13909,binance,1670057963387,0.775,1260.2,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 16:59:23.387,ETHUSDT
13910,binance,1670058087102,1.4340000000000002,1259.97,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 17:01:27.102,ETHUSDT
13911,binance,1670058088110,0.096,1259.88,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 17:01:28.110,ETHUSDT
13912,binance,1670060804418,0.085,1279.75,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 17:46:44.418,ETHUSDT
13913,binance,1670065634137,0.792,1260.39,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 19:07:14.137,ETHUSDT
13914,binance,1670065636083,2.0,1260.21,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 19:07:16.083,ETHUSDT
13915,binance,1670065643113,1.0,1272.43,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 19:07:23.113,ETHUSDT
13916,binance,1670065651707,0.445,1260.18,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 19:07:31.707,ETHUSDT
13917,binance,1670065658634,0.278,1260.07,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 19:07:38.634,ETHUSDT
13918,binance,1670065672128,0.317,1260.0,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 19:07:52.128,ETHUSDT
13919,binance,1670065675100,0.161,1259.83,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 19:07:55.100,ETHUSDT
13920,binance,1670065676263,0.831,1259.67,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 19:07:56.263,ETHUSDT
13921,binance,1670065677355,0.8320000000000001,1258.37,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 19:07:57.355,ETHUSDT
13922,binance,1670065678363,0.017,1259.08,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 19:07:58.363,ETHUSDT
13923,binance,1670065679367,0.317,1258.0,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 19:07:59.367,ETHUSDT
13924,binance,1670065680368,0.5329999999999999,1255.6,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 19:08:00.368,ETHUSDT
13925,binance,1670068171443,2.859,1276.05,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 19:49:31.443,ETHUSDT
13926,binance,1670068404817,0.172,1276.51,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 19:53:24.817,ETHUSDT
13927,binance,1670068405882,0.43200000000000005,1276.95,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 19:53:25.882,ETHUSDT
13928,binance,1670069598079,3.49,1277.11,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 20:13:18.079,ETHUSDT
13929,binance,1670069601057,0.018000000000000002,1277.3,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 20:13:21.057,ETHUSDT
13930,binance,1670069608573,0.025,1277.54,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 20:13:28.573,ETHUSDT
13931,binance,1670071977991,0.35700000000000004,1277.72,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 20:52:57.991,ETHUSDT
13932,binance,1670071980278,0.033,1277.79,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 20:53:00.278,ETHUSDT
13933,binance,1670072012123,0.155,1278.0,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 20:53:32.123,ETHUSDT
13934,binance,1670072057981,0.316,1278.17,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 20:54:17.981,ETHUSDT
13935,binance,1670072774679,0.813,1278.59,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 21:06:14.679,ETHUSDT
13936,binance,1670079087792,1.0170000000000001,1259.84,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 22:51:27.792,ETHUSDT
13937,binance,1670081129638,0.129,1279.16,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 23:25:29.638,ETHUSDT
13938,binance,1670081130904,0.132,1279.47,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 23:25:30.904,ETHUSDT
13939,binance,1670081132083,0.01,1279.89,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 23:25:32.083,ETHUSDT
13940,binance,1670081196083,0.1,1280.1,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 23:26:36.083,ETHUSDT
13941,binance,1670081198952,190.0,1281.25,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 23:26:38.952,ETHUSDT
13942,binance,1670081203161,0.08800000000000001,1280.2,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 23:26:43.161,ETHUSDT
13943,binance,1670081204170,2.539,1280.26,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 23:26:44.170,ETHUSDT
13944,binance,1670081205209,0.019,1280.47,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 23:26:45.209,ETHUSDT
13945,binance,1670081206269,0.138,1280.81,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-03 23:26:46.269,ETHUSDT
13946,binance,1670082441441,4.224,1270.1,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-03 23:47:21.441,ETHUSDT
13947,binance,1670084778623,0.001,1417.52,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-04 00:26:18.623,ETHUSDT
13948,binance,1670084779849,0.009000000000000001,1264.24,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-04 00:26:19.849,ETHUSDT
13949,binance,1670084784518,57.488,1267.65,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-04 00:26:24.518,ETHUSDT
13950,binance,1670084785601,90.0,1277.16,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-04 00:26:25.601,ETHUSDT
13951,binance,1670084816171,3.0,1276.65,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-04 00:26:56.171,ETHUSDT
13952,binance,1670084818727,1.0090000000000001,1276.37,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-04 00:26:58.727,ETHUSDT
13953,binance,1670084931954,0.1,1271.27,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-04 00:28:51.954,ETHUSDT
13954,binance,1670084934136,0.002,1302.4,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-04 00:28:54.136,ETHUSDT
13955,binance,1670084937036,4.0,1275.58,BUY,FILLED,LIMIT,IOC,,,base_asset,SHORT,2022-12-04 00:28:57.036,ETHUSDT
13956,binance,1670084939779,2.042,1267.04,SELL,FILLED,LIMIT,IOC,,,base_asset,LONG,2022-12-04 00:28:59.779,ETHUSDT
